Id,Sales
378,5765.46679688
379,9069.21289062
380,6230.14941406
381,5645.32714844
382,6141.68212891
383,5172.19433594
384,11146.4160156
385,6118.74365234
386,4990.19873047
387,6787.09472656
388,8714.28808594
389,7091.14453125
390,6840.5234375
391,8765.95605469
392,5122.80078125
393,6221.42626953
394,5731.01757812
395,9018.49316406
396,6688.86279297
397,6599.66503906
398,6154.98828125
399,4980.44580078
400,3779.83251953
401,5475.29931641
402,7882.60742188
403,8613.45800781
404,10497.3974609
405,11414.8408203
406,7907.99267578
407,5991.67236328
408,5305.75341797
409,11034.6855469
410,10771.8183594
411,7430.06542969
412,7821.79394531
413,7758.75488281
414,5817.25390625
415,4210.47705078
416,9676.08496094
417,6438.96875
418,6556.41699219
419,5653.05419922
420,3079.83251953
421,9466.49511719
422,6437.23046875
423,5455.0
424,5167.56396484
425,5790.65332031
426,6644.19970703
427,9065.82226562
428,6218.0859375
429,5013.93115234
430,5012.37695312
431,3840.50756836
432,3441.87451172
433,6891.34863281
434,17359.890625
435,5059.64501953
436,5943.11523438
437,6815.15087891
438,5896.52539062
439,5423.66308594
440,5031.58105469
441,4056.42504883
442,6728.13134766
443,7342.69238281
444,4223.08691406
445,8645.90429688
446,5942.99609375
447,5039.00195312
448,7969.21777344
449,7358.99316406
450,8994.65527344
451,5387.27148438
452,6556.21044922
453,4788.55859375
454,4983.28271484
455,15358.9648438
456,9739.78710938
457,6489.50244141
458,5212.36572266
459,5299.85058594
460,5997.13867188
461,4956.60205078
462,10452.3105469
463,4993.14599609
464,5476.67285156
465,7570.87988281
466,4710.21337891
467,6656.84228516
468,7174.30664062
469,7043.72900391
470,7555.04589844
471,4151.00830078
472,5900.84667969
473,6687.95703125
474,8711.0390625
475,8061.93017578
476,6909.13867188
477,4872.19335938
478,7587.18798828
479,5958.66210938
480,4947.35839844
481,6835.09082031
482,7545.97900391
483,6413.06640625
484,6353.22998047
485,6117.50048828
486,6186.51269531
487,5596.73535156
488,6648.33935547
489,6972.12109375
490,7286.37695312
491,9920.07324219
492,5941.40917969
493,4630.38330078
494,11864.3789062
495,6546.54345703
496,3437.30053711
497,8131.37060547
498,8720.84863281
499,9884.65625
500,5123.171875
501,6089.17285156
502,6171.09570312
503,7002.65869141
504,5649.60986328
505,8325.19335938
506,3130.97607422
507,5517.75585938
508,6522.18652344
509,5572.02001953
510,5742.13085938
511,6578.91210938
512,8456.46484375
513,5833.54589844
514,8232.49121094
515,7097.27539062
516,7953.40087891
517,4869.86083984
518,6531.15087891
519,7118.95703125
520,7982.46191406
521,7533.71728516
522,5339.47460938
523,8338.05078125
524,6688.3203125
525,7708.19873047
526,4537.14550781
527,4103.78662109
528,8000.68701172
529,6943.84960938
530,8563.49804688
531,6659.0078125
532,5746.39941406
533,8074.35791016
534,6257.4375
535,7028.26660156
536,8474.84960938
537,6125.33007812
538,9184.28125
539,10768.5722656
540,7582.68798828
541,4828.01611328
542,5734.00341797
543,4195.03027344
544,3099.9387207
545,8101.98339844
546,5068.890625
547,8525.85449219
548,4577.796875
549,5784.77978516
550,5743.5390625
551,8739.26660156
552,5305.71289062
553,5285.44726562
554,5931.49414062
555,7292.94042969
556,4848.04931641
557,7381.15087891
558,7572.15771484
559,7770.01904297
560,7589.0625
561,6857.67871094
562,5749.40917969
563,4671.61572266
564,4818.15722656
565,10101.7695312
566,8597.15039062
567,7303.39599609
568,14750.6982422
569,5270.74658203
570,4898.41894531
571,5300.74023438
572,8420.6640625
573,9023.0703125
574,6669.53417969
575,7954.59179688
576,7694.20605469
577,6116.91113281
578,6854.21289062
579,5464.23828125
580,4909.06542969
581,5009.61425781
582,4143.70117188
583,4916.55371094
584,8475.37597656
585,16310.1005859
586,7070.57275391
587,5034.86035156
588,6690.45166016
589,4356.50488281
590,6146.28222656
591,4279.13623047
592,8947.10839844
593,6567.08154297
594,6362.77539062
595,12975.0849609
596,10958.3740234
597,6278.72753906
598,7085.21582031
599,3863.46557617
600,5283.09863281
601,5405.15820312
602,8492.08496094
603,4604.11181641
604,4312.40527344
605,5229.31738281
606,5296.14111328
607,6624.37451172
608,6298.22753906
609,3732.62475586
610,7688.92382812
611,7944.31787109
612,7221.34082031
613,4799.69873047
614,4390.91992188
615,7584.38769531
616,4624.3671875
617,9649.74511719
618,4840.46630859
619,4747.03710938
620,7193.22509766
621,5815.32324219
622,4720.89599609
623,6135.89111328
624,6552.734375
625,9460.99804688
626,9745.79980469
627,5665.95068359
628,4218.26367188
629,5702.27636719
630,6147.68945312
631,4508.46044922
632,6180.54394531
633,6101.25390625
634,11135.28125
635,8333.38378906
636,6531.36230469
637,7869.07080078
638,4555.63769531
639,9104.7734375
640,5511.45410156
641,12695.0126953
642,6132.19335938
643,5964.24023438
644,5182.95117188
645,4617.90917969
646,6692.06640625
647,17203.3125
648,4458.07470703
649,4846.43115234
650,9521.16015625
651,6037.76367188
652,6539.16064453
653,7655.80322266
654,6002.609375
655,5049.95361328
656,4727.70996094
657,9420.09179688
658,6197.32714844
659,7145.39941406
660,7352.68603516
661,4382.77685547
662,6390.49804688
663,6060.19628906
664,3947.22387695
665,8715.95019531
666,8439.20605469
667,4875.44726562
668,7432.05664062
669,7470.44189453
670,4926.44970703
671,8640.59570312
672,6488.01074219
673,7049.21337891
674,4742.61962891
675,4996.16650391
676,6373.36230469
677,3951.37548828
678,7845.5390625
679,4252.21582031
680,5645.17089844
681,4579.33007812
682,5897.25683594
683,5781.56933594
684,6718.64648438
685,7223.80029297
686,7944.27246094
687,6133.84277344
688,6958.88671875
689,5821.20605469
690,9338.28515625
691,9488.54199219
692,7155.15185547
693,3373.96679688
694,5639.6328125
695,6526.67333984
696,4281.21826172
697,10857.4394531
698,5460.98193359
699,6827.96191406
700,10209.7109375
701,6711.57568359
702,4757.45410156
703,10586.4902344
704,10025.7783203
705,5459.02880859
706,8777.12402344
707,8588.22460938
708,5954.01464844
709,6079.02929688
710,6527.94970703
711,5643.3515625
712,5503.28515625
713,6779.58300781
714,4861.40429688
715,5916.58789062
716,7164.84277344
717,6575.72509766
718,8128.17578125
719,6015.83300781
720,6335.68066406
721,4211.52099609
722,8355.52539062
723,6787.61914062
724,6402.046875
725,6173.26806641
726,6490.84570312
727,9238.02148438
728,5566.75
729,5387.77539062
730,6304.5625
731,7053.60498047
732,5722.93847656
733,5783.81982422
734,4531.4453125
735,7753.11083984
736,7190.43310547
737,5500.18359375
738,7971.06494141
739,5866.21582031
740,5947.81054688
741,4825.27685547
742,3798.03442383
743,7209.07080078
744,6208.08886719
745,6297.35058594
746,9219.50195312
747,8094.18994141
748,4877.25195312
749,9053.94921875
750,4231.82177734
751,3398.78955078
752,6570.15771484
753,10850.4208984
754,7916.38427734
755,6668.2109375
756,4517.13427734
757,6833.11572266
758,9040.1953125
759,6109.43603516
760,7590.07617188
761,5229.17285156
762,4753.40771484
763,5208.82714844
764,5486.83251953
765,5485.53466797
766,5199.15234375
767,5368.18457031
768,4510.95996094
769,7281.09716797
770,6797.47314453
771,5468.52441406
772,5939.53320312
773,6580.96435547
774,6051.70507812
775,6053.62158203
776,8585.24414062
777,7282.5625
778,5518.65039062
779,4022.33984375
780,11203.2246094
781,6111.80224609
782,5644.79394531
783,8247.21191406
784,6420.19628906
785,7297.52636719
786,5836.82958984
787,6894.10986328
788,9593.85742188
789,12836.5986328
790,5011.50683594
791,4725.90185547
792,5767.76074219
793,6420.85791016
794,5688.88476562
795,8213.23730469
796,8336.41992188
797,5987.05078125
798,4072.46069336
799,5484.81787109
800,8023.28369141
801,5031.30273438
802,7079.83154297
803,3909.75708008
804,7159.0703125
805,7838.6796875
806,7393.56591797
807,7791.49609375
808,6198.18408203
809,4297.30224609
810,6510.06689453
811,7154.68066406
812,8197.72558594
813,7397.19873047
814,8319.04101562
815,6582.82275391
816,4114.21679688
817,9697.63085938
818,4261.68505859
819,8896.5703125
820,6314.63085938
821,4299.63525391
822,7002.02441406
823,5956.94580078
824,8238.01367188
825,6935.28417969
826,4536.95947266
827,4453.92626953
828,8043.55029297
829,8460.57910156
830,8534.13671875
831,5361.11279297
832,5623.22314453
833,6381.79345703
834,6432.6640625
835,5700.77539062
836,8762.88769531
837,8375.68847656
838,10438.2929688
839,4303.77148438
840,5341.05371094
841,10017.8730469
842,7896.89013672
843,5487.70654297
844,9924.98535156
845,6130.13476562
846,5072.87158203
847,5845.57714844
848,5209.39355469
849,5573.2265625
850,6275.17138672
851,5110.09667969
852,5040.65576172
853,8129.46289062
854,7031.19677734
855,22239.6914062
856,7195.96289062
857,4311.61962891
858,8618.98925781
859,9135.17480469
860,6303.53417969
861,7490.84814453
862,5713.41015625
863,7959.12988281
864,9632.66015625
865,6572.57128906
866,5881.57275391
867,6764.59716797
868,8570.6484375
869,7519.58935547
870,7332.94970703
871,5777.1484375
872,4738.31005859
873,5883.69384766
874,10499.8505859
875,10042.0859375
876,11048.6279297
877,7807.86279297
878,4362.68017578
879,5846.40234375
880,4653.63867188
881,8497.16503906
882,10531.1523438
883,10875.2246094
884,5978.83300781
885,5241.74707031
886,4552.41845703
887,5095.26171875
888,11880.8652344
889,6680.24902344
890,4986.32568359
891,5859.07470703
892,8337.76464844
893,3665.74584961
894,7461.49755859
895,4619.23974609
896,7048.90380859
897,6953.33349609
898,5677.08935547
899,7639.19433594
900,7692.03417969
901,5569.84130859
902,6993.27392578
903,7009.45458984
904,9762.72265625
905,5852.45605469
906,9511.52929688
907,7477.95556641
908,9710.91210938
909,6819.31884766
910,9412.62890625
911,4917.12597656
912,5025.42285156
913,6358.60742188
914,5761.71777344
915,8747.23925781
916,7454.88183594
917,5878.6953125
918,7971.46826172
919,6729.89648438
920,9548.88769531
921,3794.41308594
922,14246.0664062
923,4709.53027344
924,5830.86425781
925,8497.10839844
926,4968.04296875
927,6599.12402344
928,6414.35693359
929,7616.328125
930,5583.96972656
931,5809.08105469
932,7915.91601562
933,7971.58984375
934,7034.53076172
935,5126.96044922
936,7082.36425781
937,11677.28125
938,6911.66308594
939,4868.69921875
940,6750.30175781
941,5963.99560547
942,5852.16015625
943,7191.59912109
944,3960.90820312
945,7669.11181641
946,6331.74755859
947,7425.84277344
948,7414.83691406
949,4533.3515625
950,5340.80419922
951,5577.59814453
952,8429.43164062
953,8268.13085938
954,5207.68945312
955,4648.46582031
956,7431.27001953
957,6202.75
958,6290.05078125
959,7010.16992188
960,6488.71044922
961,7524.79833984
962,5938.60449219
963,4766.73388672
964,7028.97070312
965,7978.02441406
966,8894.13574219
967,8175.55761719
968,8322.28710938
969,5857.65527344
970,8933.30273438
971,6367.79638672
972,7702.50341797
973,9239.17578125
974,5923.21679688
975,10771.2636719
976,8465.51953125
977,7906.51416016
978,5941.85644531
979,7449.65039062
980,8019.3515625
981,7034.1953125
982,4159.92333984
983,5097.40039062
984,8138.98242188
985,5610.34912109
986,4647.63232422
987,8432.55957031
988,7061.1171875
989,6127.29394531
990,6198.7578125
991,5716.14111328
992,7968.22998047
993,7380.50292969
994,6997.08398438
995,5520.54589844
996,5111.91064453
997,6777.3203125
998,3646.15649414
999,6232.89550781
1000,5524.05371094
1001,8762.94628906
1002,6300.9375
1003,5898.921875
1004,10758.953125
1005,6309.02636719
1006,5081.34667969
1007,10993.6425781
1008,7749.25878906
1009,8720.82324219
1010,7770.03369141
1011,5150.40966797
1012,6565.93554688
1013,4793.68652344
1014,8260.14550781
1015,12432.6123047
1016,5798.29736328
1017,3257.96435547
1018,5514.33007812
1019,8295.40625
1020,9538.52050781
1021,6481.26269531
1022,7106.79296875
1023,4869.99511719
1024,5359.04736328
1025,3356.76855469
1026,5579.50830078
1027,6468.26269531
1028,7471.63867188
1029,7313.74804688
1030,7552.55322266
1031,7993.31152344
1032,9709.04101562
1033,7742.19628906
1034,5403.42626953
1035,10001.28125
1036,10766.5087891
1037,6206.38378906
1038,7722.95410156
1039,5202.43652344
1040,6900.03710938
1041,4261.72607422
1042,7449.75
1043,5530.5546875
1044,9909.55761719
1045,6870.72705078
1046,8801.67871094
1047,8118.3671875
1048,5357.71875
1049,8228.88085938
1050,20345.2207031
1051,10650.7294922
1052,6645.82861328
1053,3026.71069336
1054,6043.89453125
1055,8186.10693359
1056,5480.40917969
1057,12501.2314453
1058,18139.140625
1059,4270.43847656
1060,5817.48144531
1061,8028.02197266
1062,5438.66552734
1063,8966.80761719
1064,6461.02392578
1065,7768.94433594
1066,5358.9453125
1067,6359.3046875
1068,6246.94189453
1069,7508.63085938
1070,9104.55664062
1071,5574.08789062
1072,5585.9140625
1073,7112.68554688
1074,5620.6328125
1075,5313.71484375
1076,6075.29003906
1077,5351.46191406
1078,5934.09179688
1079,7640.57910156
1080,5839.51367188
1081,6297.26660156
1082,6247.87744141
1083,7310.8046875
1084,7934.04248047
1085,6940.02246094
1086,8333.796875
1087,6474.12695312
1088,3825.69873047
1089,6647.38183594
1090,6306.38476562
1091,5980.37890625
1092,5134.50683594
1093,9835.3125
1094,7613.30664062
1095,9775.515625
1096,7440.61083984
1097,5754.66503906
1098,5152.93066406
1099,4505.02978516
1100,9841.88183594
1101,5162.96728516
1102,7578.57421875
1103,14585.5527344
1104,7315.98046875
1105,6957.62597656
1106,4821.90429688
1107,4666.59179688
1108,7226.06738281
1109,4391.15429688
1110,6121.36425781
1111,10506.5019531
1112,5171.02539062
1113,14619.5908203
1114,13623.9003906
1115,4643.25878906
1116,7416.54150391
1117,5895.51904297
1118,7234.48779297
1119,5494.70410156
1120,11510.9726562
1121,7451.48388672
1122,10301.6572266
1123,5294.94921875
1124,7744.67041016
1125,4996.4765625
1126,7894.95458984
1127,7862.19873047
1128,6111.81396484
1129,6269.89453125
1130,6370.22021484
1131,8485.70507812
1132,9431.96875
1133,6111.10253906
1134,10466.6552734
1135,6375.21044922
1136,10048.7539062
1137,5348.75683594
1138,5925.89013672
1139,5532.08984375
1140,11117.0292969
1141,6295.6328125
1142,7444.23828125
1143,6952.90234375
1144,8311.11035156
1145,5230.38476562
1146,8575.47265625
1147,7377.125
1148,4153.25439453
1149,12843.3710938
1150,18339.1992188
1151,7159.75292969
1152,6650.05810547
1153,8983.80078125
1154,10535.5625
1155,11690.1191406
1156,5347.72167969
1157,7960.50439453
1158,5998.09960938
1159,8332.04882812
1160,4886.58398438
1161,6196.88378906
1162,5920.37011719
1163,5884.78808594
1164,7233.62548828
1165,6007.94824219
1166,5060.24804688
1167,7530.70703125
1168,4115.27685547
1169,5247.71582031
1170,6478.68554688
1171,6892.11132812
1172,9406.39160156
1173,8353.11035156
1174,7784.57324219
1175,6232.31298828
1176,6127.33496094
1177,11476.6386719
1178,7560.41601562
1179,6255.45019531
1180,5344.60058594
1181,7516.93603516
1182,4711.56152344
1183,6971.46289062
1184,3508.29296875
1185,5663.79492188
1186,9043.15332031
1187,6039.19775391
1188,6663.79199219
1189,9375.69628906
1190,9392.53125
1191,11995.9003906
1192,6723.73046875
1193,9378.34375
1194,3214.6159668
1195,5799.32080078
1196,6503.72998047
1197,4539.02001953
1198,8430.91113281
1199,5071.55078125
1200,5910.03417969
1201,9398.73242188
1202,11722.8222656
1203,8698.203125
1204,6104.26953125
1205,5301.08398438
1206,9914.51171875
1207,7620.08447266
1208,6086.42626953
1209,5163.01171875
1210,6699.12988281
1211,10267.53125
1212,4800.56835938
1213,6585.01416016
1214,8117.82519531
1215,8705.49902344
1216,12514.7597656
1217,5449.5859375
1218,13956.1201172
1219,6776.55712891
1220,5440.95361328
1221,3642.75976562
1222,6279.07519531
1223,6483.22900391
1224,5522.68945312
1225,7348.14990234
1226,5440.93310547
1227,4601.91650391
1228,7032.68554688
1229,4893.43603516
1230,7599.21044922
1231,7194.02783203
1232,8307.203125
1233,8714.74511719
1234,5581.97265625
1235,9531.4453125
1236,6609.68798828
1237,6151.0859375
1238,6169.68310547
1239,5721.50292969
1240,10886.5664062
1241,6650.19775391
1242,5335.1015625
1243,7457.09375
1244,8624.03808594
1245,7395.41357422
1246,6743.20996094
1247,9136.16796875
1248,5307.12988281
1249,6276.41015625
1250,5963.85351562
1251,9367.45507812
1252,6779.15625
1253,6734.77050781
1254,6179.07617188
1255,4994.83251953
1256,3789.02368164
1257,5020.37255859
1258,7952.35400391
1259,8561.27734375
1260,10755.5673828
1261,12126.4277344
1262,7705.75830078
1263,6204.36523438
1264,5463.47753906
1265,11666.3613281
1266,11072.9238281
1267,7805.10009766
1268,8212.1953125
1269,7996.90283203
1270,5826.42236328
1271,4390.71044922
1272,9938.27539062
1273,7378.609375
1274,6719.21728516
1275,5654.14355469
1276,3297.70092773
1277,9629.60058594
1278,6573.22949219
1279,5720.23144531
1280,5127.00439453
1281,5894.5234375
1282,6957.87158203
1283,9484.9140625
1284,6379.66943359
1285,5398.35693359
1286,5117.40869141
1287,4470.73144531
1288,3467.15722656
1289,7020.08642578
1290,18383.1542969
1291,5415.33496094
1292,6049.65625
1293,7411.01171875
1294,5901.28613281
1295,5416.32666016
1296,5111.07177734
1297,4346.60498047
1298,6818.59033203
1299,7330.21582031
1300,4479.24707031
1301,9056.74804688
1302,6018.14550781
1303,5185.97265625
1304,8179.53564453
1305,7688.18310547
1306,9663.69824219
1307,5613.81787109
1308,6904.0
1309,5065.01464844
1310,5164.36132812
1311,16760.1992188
1312,10523.5117188
1313,6344.04394531
1314,5628.83642578
1315,5180.54882812
1316,6117.79785156
1317,4689.29980469
1318,9269.99902344
1319,5311.33349609
1320,5803.89160156
1321,7857.52832031
1322,4782.13183594
1323,6829.89013672
1324,7937.31982422
1325,7157.80712891
1326,7457.29980469
1327,4179.02197266
1328,5970.47265625
1329,6273.42382812
1330,9608.75585938
1331,8132.21582031
1332,6938.50683594
1333,4951.93310547
1334,7771.76806641
1335,6301.25585938
1336,4991.94140625
1337,6832.89404297
1338,7717.69628906
1339,6533.48730469
1340,6578.71777344
1341,6510.17871094
1342,6471.08300781
1343,5742.96386719
1344,6810.03027344
1345,7079.26464844
1346,7028.50146484
1347,9932.390625
1348,6008.04541016
1349,4866.54052734
1350,12152.328125
1351,6585.71142578
1352,3698.55957031
1353,8417.765625
1354,8947.50878906
1355,11083.2353516
1356,5150.88134766
1357,6338.24316406
1358,6204.61376953
1359,7768.02587891
1360,5920.57324219
1361,8599.50390625
1362,3280.68164062
1363,5894.32128906
1364,6321.44091797
1365,5806.87597656
1366,5961.44189453
1367,6845.71923828
1368,8958.31933594
1369,6085.28857422
1370,8748.41503906
1371,7336.74853516
1372,8351.51757812
1373,4886.89160156
1374,6993.79443359
1375,7332.50195312
1376,8032.02783203
1377,7787.69970703
1378,4251.08007812
1379,8448.22558594
1380,7153.58886719
1381,7946.62158203
1382,4972.84082031
1383,4245.26074219
1384,8593.37890625
1385,6344.31591797
1386,9179.47363281
1387,6588.90966797
1388,6286.96777344
1389,7808.07128906
1390,6484.20605469
1391,7788.32373047
1392,8561.0234375
1393,6227.61865234
1394,9712.56054688
1395,11079.9804688
1396,8020.93457031
1397,5128.58447266
1398,5995.17089844
1399,4433.13183594
1400,3462.28198242
1401,8164.39111328
1402,5180.90478516
1403,8806.28027344
1404,4506.65039062
1405,5377.953125
1406,5952.31689453
1407,10202.3330078
1408,5580.16796875
1409,5420.93164062
1410,6481.98632812
1411,7564.23925781
1412,5102.37695312
1413,7682.61230469
1414,7502.61035156
1415,8435.51953125
1416,8128.89697266
1417,6977.5234375
1418,5448.34375
1419,4825.10205078
1420,4774.97558594
1421,10607.2597656
1422,9008.68359375
1423,7604.66308594
1424,15298.03125
1425,5604.91455078
1426,5151.10253906
1427,5627.80566406
1428,8466.22167969
1429,9468.48144531
1430,7052.59619141
1431,8132.56494141
1432,7864.68115234
1433,6131.49707031
1434,7025.17041016
1435,5417.72167969
1436,5013.05615234
1437,5362.87207031
1438,4205.13867188
1439,5142.06445312
1440,8521.40722656
1441,17484.578125
1442,7298.70947266
1443,5557.35449219
1444,7216.61083984
1445,4492.04101562
1446,6120.07421875
1447,4182.45996094
1448,8953.46777344
1449,6673.53662109
1450,6522.47265625
1451,13230.8261719
1452,11657.4414062
1453,6572.70263672
1454,7039.25585938
1455,4119.99023438
1456,5747.01855469
1457,5478.03662109
1458,8151.84814453
1459,4651.4375
1460,4360.79980469
1461,5423.74023438
1462,5341.62939453
1463,7046.22167969
1464,6306.13232422
1465,3753.55957031
1466,7890.86669922
1467,8211.80371094
1468,7734.03320312
1469,4994.61816406
1470,4887.18066406
1471,7781.203125
1472,4679.88476562
1473,9836.25097656
1474,4679.85791016
1475,4852.94433594
1476,7315.08056641
1477,6198.16650391
1478,4921.10009766
1479,5950.26171875
1480,7213.78222656
1481,9657.54394531
1482,10516.2773438
1483,5610.97509766
1484,4375.60009766
1485,5908.96875
1486,6255.87988281
1487,4845.08105469
1488,7096.95703125
1489,6441.49316406
1490,12071.8222656
1491,8483.625
1492,6587.31982422
1493,8189.44970703
1494,4719.80175781
1495,9274.12011719
1496,5986.74804688
1497,13528.6396484
1498,6768.79882812
1499,5999.44433594
1500,5250.9453125
1501,4654.83740234
1502,7045.38183594
1503,18163.2539062
1504,4629.65478516
1505,4893.05810547
1506,10481.0302734
1507,6506.82617188
